,start,end,duration,round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
71,09/21/20-174014,09/21/20-174048,33.98794603347778,142,0.021982762287681302,0.9455999732017517,0.8470215201377869,0.06121986925601959,0.843999981880188,0.5481117963790894,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.0,142,uniform,65,35,29,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
72,09/21/20-174048,09/21/20-174125,36.198235750198364,136,0.25590466368198395,0.8922666907310486,0.684125542640686,0.4176047239303589,0.8407999873161316,0.5465651750564575,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.08,136,normal,56,45,32,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
73,09/21/20-174125,09/21/20-174233,68.35282564163208,148,0.10842513759434223,0.937333345413208,0.8338755965232849,1.5365362028479577,0.8159999847412109,0.5542397499084473,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.0,148,normal,92,55,35,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
74,09/21/20-174234,09/21/20-174315,41.070420026779175,142,0.259758208155632,0.8909333348274231,0.6796168684959412,0.44848727601766586,0.8447999954223633,0.5616393089294434,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.0,142,uniform,83,20,35,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
75,09/21/20-174315,09/21/20-174347,32.160531759262085,148,0.3173008838891983,0.8706666827201843,0.5966084003448486,0.36003078520298004,0.8568000197410583,0.5763126611709595,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.24,148,normal,20,50,29,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
76,09/21/20-174348,09/21/20-174422,34.67857789993286,118,0.13633378809690475,0.9319999814033508,0.7890102863311768,1.135958429634571,0.8456000089645386,0.5316458940505981,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.32,118,uniform,47,25,35,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
77,09/21/20-174422,09/21/20-174445,22.35083031654358,130,0.01803172344127476,0.9546666741371155,0.877558171749115,0.07160457742214203,0.823199987411499,0.5205148458480835,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.0,130,uniform,56,45,23,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
78,09/21/20-174445,09/21/20-174511,26.19574999809265,124,0.048374981552362445,0.8717333078384399,0.5648829936981201,0.06151656165719032,0.8263999819755554,0.41260385513305664,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.32,124,uniform,20,35,35,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
79,09/21/20-174511,09/21/20-174533,21.32200527191162,112,0.04537745448450248,0.8679999709129333,0.587604820728302,0.04847557738423348,0.8560000061988831,0.5645721554756165,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.16,112,normal,65,35,20,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
80,09/21/20-174533,09/21/20-174611,38.10449767112732,130,0.3310787409543991,0.865066647529602,0.5637259483337402,0.345131464779377,0.8543999791145325,0.5449728965759277,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.4,130,normal,74,45,20,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
81,09/21/20-174611,09/21/20-174639,27.89382791519165,118,0.03194338098727167,0.918666660785675,0.7750148773193359,0.06797664560377598,0.8263999819755554,0.5389320254325867,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.0,118,normal,92,40,20,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
82,09/21/20-174639,09/21/20-174707,28.033791542053223,136,0.04443198478966951,0.8751999735832214,0.6122955083847046,0.0485068854354322,0.8592000007629395,0.5787549018859863,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.24,136,uniform,56,50,29,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
83,09/21/20-174708,09/21/20-174742,34.29029369354248,142,0.034583315551280976,0.9053333401679993,0.7080378532409668,0.05719018283486366,0.8432000279426575,0.541850209236145,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.08,142,uniform,83,20,20,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
84,09/21/20-174742,09/21/20-174805,22.290939807891846,118,0.0445472617149353,0.8727999925613403,0.6026775240898132,0.048811489317566154,0.8575999736785889,0.559325098991394,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.08,118,normal,38,20,26,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
85,09/21/20-174805,09/21/20-174838,32.85664343833923,136,0.10843032148480415,0.9552000164985657,0.8773738145828247,1.5877050941586495,0.8199999928474426,0.5039325952529907,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.24,136,normal,83,35,26,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
86,09/21/20-174838,09/21/20-174904,25.781163454055786,130,0.05766018918404976,0.8343999981880188,0.4172535240650177,0.057399775102734564,0.8343999981880188,0.42626962065696716,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.32,130,normal,47,30,38,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
87,09/21/20-174904,09/21/20-174944,40.03987264633179,142,0.28111033433675764,0.8818666934967041,0.6305224895477295,0.3790977939963341,0.8464000225067139,0.5335990786552429,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.0,142,normal,83,35,29,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
88,09/21/20-174944,09/21/20-175007,22.621093273162842,118,0.32355863724152245,0.8706666827201843,0.6096639037132263,0.34376423960924146,0.8592000007629395,0.594469428062439,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.16,118,normal,20,40,23,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
89,09/21/20-175007,09/21/20-175031,23.875938415527344,130,0.02445037792250514,0.9391999840736389,0.8236389756202698,0.06414651814103127,0.8367999792098999,0.5517266392707825,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,130,uniform,65,40,35,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
90,09/21/20-175031,09/21/20-175101,30.0224871635437,100,0.042667504075914624,0.8799999952316284,0.6162706613540649,0.049777671542018655,0.8560000061988831,0.5377079844474792,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.32,100,uniform,56,30,32,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
91,09/21/20-175101,09/21/20-175133,31.97083330154419,118,0.18003400547554096,0.9226666688919067,0.7698943018913269,0.890554337143898,0.8392000198364258,0.5092031359672546,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,35,0.08,118,uniform,38,30,38,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
92,09/21/20-175134,09/21/20-175210,36.12884044647217,142,0.046581596131126085,0.8669333457946777,0.5808098316192627,0.04912931236624718,0.8519999980926514,0.5792601704597473,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.0,142,normal,92,25,38,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
93,09/21/20-175210,09/21/20-175251,40.59195375442505,148,0.016414493305179752,0.9594666957855225,0.8813678026199341,0.07550804710388184,0.8176000118255615,0.4992753565311432,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,35,0.16,148,normal,92,40,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
94,09/21/20-175251,09/21/20-175400,68.71802473068237,142,0.03173048572561311,0.9098666906356812,0.7395516037940979,0.06750535342097283,0.8263999819755554,0.5336945652961731,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.08,142,uniform,47,20,35,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
95,09/21/20-175400,09/21/20-175436,36.17319965362549,106,0.32471663331985473,0.8669333457946777,0.5844634771347046,0.34458782786130904,0.8560000061988831,0.557813286781311,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.32,106,uniform,29,45,29,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
96,09/21/20-175437,09/21/20-175505,27.886151790618896,136,0.42176956129074095,0.8127999901771545,0.32146984338760376,0.4245956583023071,0.8136000037193298,0.333780974149704,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.16,136,uniform,20,20,23,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
97,09/21/20-175505,09/21/20-175536,31.081876277923584,142,0.26356808652480446,0.8888000249862671,0.6767452955245972,0.40156711196899414,0.848800003528595,0.5698495507240295,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.32,142,normal,92,20,38,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
98,09/21/20-175536,09/21/20-175605,28.70539164543152,100,0.03325430359443029,0.911466658115387,0.7342399954795837,0.05840040017664432,0.8424000144004822,0.5289397239685059,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.4,100,uniform,47,55,23,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
99,09/21/20-175605,09/21/20-175636,30.81282067298889,130,0.024736615047169227,0.9365333318710327,0.8233082890510559,0.06476618460565806,0.8399999737739563,0.5521446466445923,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.24,130,uniform,29,50,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,09/21/20-175636,09/21/20-175709,32.41418433189392,148,0.02786406287847785,0.9290666580200195,0.8061593174934387,0.06480084125697613,0.8327999711036682,0.5231475234031677,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.08,148,normal,38,20,26,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
101,09/21/20-175709,09/21/20-175729,20.45280146598816,118,0.04591238829493523,0.8751999735832214,0.6180785894393921,0.052146361351013186,0.8511999845504761,0.5620058178901672,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,118,normal,38,20,20,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
102,09/21/20-175730,09/21/20-175807,37.17288327217102,118,0.31091578596830366,0.874666690826416,0.5945541262626648,0.35267498993873597,0.853600025177002,0.5340998768806458,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.4,118,uniform,92,45,26,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
103,09/21/20-175807,09/21/20-175840,33.14927816390991,130,0.29916508120298385,0.8757333159446716,0.6225603222846985,0.36257610899209974,0.8479999899864197,0.4872245192527771,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.24,130,normal,92,30,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
104,09/21/20-175841,09/21/20-175907,26.868634939193726,106,0.02283326872298494,0.9434666633605957,0.8397769927978516,0.06476232420653105,0.8375999927520752,0.5464415550231934,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.24,106,uniform,74,40,23,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,09/21/20-175908,09/21/20-180006,58.02812170982361,142,0.3826733531951904,0.8424000144004822,0.4547213613986969,0.41383660125732424,0.8303999900817871,0.4263207018375397,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.16,142,uniform,56,50,29,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
106,09/21/20-180006,09/21/20-180052,45.44540596008301,136,0.05730280295014381,0.8365333080291748,0.42237502336502075,0.057091809585690496,0.8367999792098999,0.4311680793762207,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.32,136,uniform,92,30,23,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
107,09/21/20-180052,09/21/20-180124,31.396568775177002,148,0.02628415802679956,0.9351999759674072,0.8198273777961731,0.06885960424691438,0.828000009059906,0.5161043405532837,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.0,148,normal,38,40,38,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
108,09/21/20-180124,09/21/20-180150,26.10552954673767,112,0.04508656814694405,0.8706666827201843,0.5983818769454956,0.051368902027606966,0.8479999899864197,0.5364671945571899,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,50,0.08,112,normal,56,35,32,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
109,09/21/20-180150,09/21/20-180234,43.61039471626282,124,0.311454806804657,0.8712000250816345,0.589867115020752,0.35126330381631854,0.8471999764442444,0.4969300627708435,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.24,124,uniform,56,40,38,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,09/21/20-180234,09/21/20-180257,23.008387088775635,112,0.23628489345312118,0.9050666689872742,0.7280353307723999,0.4379409873485565,0.8343999981880188,0.5126639008522034,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,112,uniform,74,25,26,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
111,09/21/20-180257,09/21/20-180332,34.292285203933716,148,0.3278618588447571,0.8645333051681519,0.590973436832428,0.349555780172348,0.8511999845504761,0.564745306968689,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.0,148,uniform,56,45,29,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
112,09/21/20-180332,09/21/20-180359,26.981452226638794,130,0.32817297053337097,0.8634666800498962,0.5911266207695007,0.3521004049777985,0.8511999845504761,0.5477694272994995,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.32,130,normal,20,45,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
113,09/21/20-180359,09/21/20-180426,26.79975938796997,130,0.1055221711670359,0.9575999975204468,0.8888645768165588,1.3490270941257476,0.8087999820709229,0.5185065269470215,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.0,130,uniform,65,55,23,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
114,09/21/20-180426,09/21/20-180457,30.475033283233643,130,0.027618392701571185,0.9215999841690063,0.7818772196769714,0.06309696337580681,0.8416000008583069,0.5164948105812073,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.32,130,uniform,74,45,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
115,09/21/20-180457,09/21/20-180526,28.747292280197144,106,0.32002626031637194,0.8679999709129333,0.5967769026756287,0.34416847813129425,0.8528000116348267,0.5296412110328674,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.08,106,normal,47,30,26,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
116,09/21/20-180526,09/21/20-180555,29.419223070144653,148,0.3351406092047691,0.8610666394233704,0.5513142943382263,0.35338622170686723,0.8568000197410583,0.5516971349716187,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.08,148,uniform,65,50,23,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
117,09/21/20-180556,09/21/20-180625,29.13074541091919,112,0.03244380433671176,0.9101333618164062,0.7406367063522339,0.05821510706096888,0.8464000225067139,0.562315046787262,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.08,112,uniform,38,50,23,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
118,09/21/20-180625,09/21/20-180658,32.44434356689453,136,0.057841492344935734,0.834933340549469,0.3872787058353424,0.05766314297914505,0.8327999711036682,0.38986003398895264,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.0,136,uniform,56,55,35,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
119,09/21/20-180658,09/21/20-180722,24.189493417739868,118,0.06007636094093323,0.830133318901062,0.37987399101257324,0.05907511019706726,0.8320000171661377,0.3861667215824127,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.32,118,uniform,74,20,35,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
120,09/21/20-180722,09/21/20-180818,55.85556077957153,124,0.04459119717404246,0.8714666962623596,0.6060769557952881,0.0487974434196949,0.8519999980926514,0.5502083897590637,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.24,124,normal,38,55,29,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
121,09/21/20-180818,09/21/20-180852,33.689863204956055,106,0.04382577534765005,0.8770666718482971,0.6094125509262085,0.0492140157520771,0.8583999872207642,0.5549898147583008,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.32,106,normal,20,25,32,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
122,09/21/20-180852,09/21/20-180925,32.79938006401062,148,0.26088561773300173,0.890666663646698,0.6778838038444519,0.3866428129673004,0.8496000170707703,0.5233371257781982,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.0,148,uniform,56,50,35,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
123,09/21/20-180926,09/21/20-181020,54.38453817367554,130,0.03484815747712855,0.8999999761581421,0.6989009976387024,0.06417947199940681,0.8240000009536743,0.5236192941665649,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.24,130,normal,83,40,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
