round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
125,0.5012809338569642,0.8432000279426575,0.5312814116477966,0.20190652837753295,0.92693335,0.7906346,relu,sigmoid,56,0.3,125,normal,60,44,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.4646772096782923,0.843999981880188,0.5507205724716187,0.22556564213434854,0.9104,0.7574458,relu,sigmoid,52,0.3,125,normal,68,29,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.38303223276138304,0.8560000061988831,0.49061354994773865,0.2698374063968658,0.8952,0.66850173,relu,sigmoid,40,0.3,115,normal,52,32,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.5154439207792282,0.8343999981880188,0.5297242403030396,0.2025225914955139,0.92586666,0.7923802,relu,sigmoid,48,0.3,120,normal,68,26,22,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.45829578275680544,0.823199987411499,0.5557441115379333,0.2220519627014796,0.9136,0.76217085,relu,sigmoid,44,0.175,120,normal,44,44,18,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.3913571579456329,0.853600025177002,0.5724709630012512,0.24323444327016672,0.90533334,0.73189753,relu,sigmoid,52,0.1125,100,normal,56,29,18,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.4360932408809662,0.8424000144004822,0.5651549696922302,0.2297226609547933,0.9090667,0.7321809,relu,sigmoid,52,0.05,125,normal,60,20,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.4996391068935394,0.8416000008583069,0.5162354707717896,0.20383222206433613,0.9224,0.7803361,relu,sigmoid,44,0.1125,110,normal,56,38,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.4566970950126648,0.8456000089645386,0.4989300072193146,0.2044320456425349,0.9248,0.79189813,relu,sigmoid,44,0.1125,105,normal,68,35,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4316856370449066,0.8479999899864197,0.5512286424636841,0.23818047415018082,0.90533334,0.7283803,relu,sigmoid,44,0.05,120,normal,40,35,22,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.4007509597182274,0.8568000197410583,0.5424571633338928,0.2625336679816246,0.8992,0.69821256,relu,sigmoid,48,0.175,105,normal,48,20,22,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.4760484233856201,0.8407999873161316,0.5420644879341125,0.20384050433635711,0.9168,0.7736353,relu,sigmoid,44,0.05,110,normal,56,38,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.44812111897468565,0.8407999873161316,0.503625214099884,0.24425576775074004,0.9037333,0.70761263,relu,sigmoid,48,0.175,125,normal,44,29,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.48374303884506226,0.8407999873161316,0.539824366569519,0.20422430263757704,0.92266667,0.7821358,relu,sigmoid,44,0.175,110,normal,68,29,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.3844284300327301,0.848800003528595,0.5271393656730652,0.27175502302646637,0.9,0.7098742,relu,sigmoid,56,0.2375,100,normal,40,20,22,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.55400966796875,0.8327999711036682,0.5030123591423035,0.20400290970802307,0.9173333,0.77472585,relu,sigmoid,48,0.2375,125,normal,48,41,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.4132454894781113,0.8560000061988831,0.5754948258399963,0.24382089789708455,0.90613335,0.73309535,relu,sigmoid,40,0.1125,110,normal,52,41,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.43794214425086975,0.8327999711036682,0.5357181429862976,0.24162206546465556,0.9109333,0.7423559,relu,sigmoid,56,0.2375,100,normal,52,32,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
